,narrative,drafting
9511,revising affidavit re: injunction,1
9512,writing memorandum re: summary judgment,1
9513,proofing order re: refusals,0
9514,discussing affidavit re: enforcing foreign judgment,0
9515,drafting analysis re: enforcing foreign judgment,1
9516,writing motion record re: refusals,1
9517,researching book of authority re: motion to strike,0
9518,considering motion record re: disqualifying expert,0
9519,reviewing motion record re: injunction,0
9520,analyzing affidavit re: refusals,0
9521,analyzing factum re: disqualifying expert,0
9522,writing notice of motion re: injunction,1
9523,editing memo re: summary judgment,1
9524,researching compendium re: summary judgment,0
9525,drafting notice of motion re: disqualifying expert,1
9526,revising motion record re: enforcing foreign judgment,1
9527,analyzing compendium re: motion to strike,0
9528,briefing notice of motion re: injunction,1
9529,addressing motion record re: enforcing foreign judgment,0
9530,proofing memorandum re: refusals,0
9531,addressing order re: injunction,0
9532,researching book of authority re: motion to strike,0
9533,discussing book of authority re: injunction,0
9534,analyzing affidavit re: injunction,0
9535,finalizing compendium re: enforcing foreign judgment,0
9536,editing notice of motion re: disqualifying expert,1
9537,preparing book of authority re: injunction,0
9538,drafting compendium re: refusals,1
9539,editing notice of motion re: motion to strike,1
9540,proofing order re: refusals,0
9541,writing memo re: disqualifying expert,1
9542,proofing memo re: enforcing foreign judgment,0
9543,preparing affidavit re: summary judgment,0
9544,drafting motion record re: motion to strike,1
9545,editing memorandum re: disqualifying expert,1
9546,preparing motion record re: injunction,0
9547,reviewing affidavit re: motion to strike,0
9548,analyzing analysis re: injunction,0
9549,reviewing order re: summary judgment,0
9550,attending to memorandum re: disqualifying expert,0
9551,discussing order re: disqualifying expert,0
9552,proofing compendium re: enforcing foreign judgment,0
9553,proofing memo re: disqualifying expert,0
9554,analyzing book of authority re: injunction,0
9555,revising memorandum re: enforcing foreign judgment,1
9556,analyzing memorandum re: motion to strike,0
9557,writing memo re: refusals,1
9558,proofing memo re: disqualifying expert,0
9559,briefing motion record re: summary judgment,1
9560,reviewing notice of motion re: enforcing foreign judgment,0
9561,writing factum re: summary judgment,1
9562,drafting notice of motion re: enforcing foreign judgment,1
9563,addressing memorandum re: injunction,0
9564,drafting order re: motion to strike,1
9565,researching motion record re: enforcing foreign judgment,0
9566,researching compendium re: motion to strike,0
9567,analyzing book of authority re: enforcing foreign judgment,0
9568,discussing book of authority re: summary judgment,0
9569,revising motion record re: refusals,1
9570,addressing memorandum re: enforcing foreign judgment,0
9571,editing memorandum re: motion to strike,1
9572,researching book of authority re: disqualifying expert,0
9573,discussing motion record re: injunction,0
9574,proofing motion record re: refusals,0
9575,analyzing motion record re: summary judgment,0
9576,proofing book of authority re: injunction,0
9577,revising book of authority re: injunction,1
9578,writing notice of motion re: motion to strike,1
9579,addressing order re: enforcing foreign judgment,0
9580,analyzing analysis re: motion to strike,0
9581,finalizing affidavit re: disqualifying expert,0
9582,preparing memorandum re: summary judgment,0
9583,finalizing memorandum re: motion to strike,0
9584,discussing compendium re: injunction,0
9585,researching order re: motion to strike,0
9586,briefing affidavit re: summary judgment,1
9587,revising memo re: injunction,1
9588,considering motion record re: motion to strike,0
9589,finalizing book of authority re: motion to strike,0
9590,proofing compendium re: refusals,0
9591,researching book of authority re: enforcing foreign judgment,0
9592,writing compendium re: motion to strike,1
9593,preparing factum re: summary judgment,0
9594,drafting book of authority re: refusals,1
9595,drafting book of authority re: refusals,1
9596,considering motion record re: refusals,0
9597,attending to order re: injunction,0
9598,revising affidavit re: disqualifying expert,1
9599,writing analysis re: refusals,1
9600,finalizing analysis re: summary judgment,0
9601,discussing analysis re: summary judgment,0
9602,finalizing compendium re: refusals,0
9603,revising memo re: motion to strike,1
9604,reviewing affidavit re: summary judgment,0
9605,considering motion record re: motion to strike,0
9606,writing memorandum re: injunction,1
9607,proofing order re: summary judgment,0
9608,attending to memo re: refusals,0
9609,briefing motion record re: injunction,1
9610,proofing memorandum re: injunction,0
9611,analyzing memorandum re: motion to strike,0
9612,discussing analysis re: motion to strike,0
9613,briefing memo re: enforcing foreign judgment,1
9614,reviewing order re: refusals,0
9615,writing memo re: disqualifying expert,1
9616,drafting affidavit re: injunction,1
9617,analyzing book of authority re: disqualifying expert,0
9618,researching book of authority re: injunction,0
9619,analyzing memo re: disqualifying expert,0
9620,writing affidavit re: refusals,1
9621,discussing factum re: disqualifying expert,0
9622,briefing book of authority re: disqualifying expert,1
9623,finalizing motion record re: enforcing foreign judgment,0
9624,drafting motion record re: motion to strike,1
9625,analyzing memorandum re: injunction,0
9626,discussing memo re: injunction,0
9627,briefing memo re: refusals,1
9628,writing memorandum re: summary judgment,1
9629,reviewing motion record re: motion to strike,0
9630,addressing memo re: disqualifying expert,0
9631,analyzing memo re: injunction,0
9632,addressing book of authority re: refusals,0
9633,revising affidavit re: motion to strike,1
9634,analyzing compendium re: injunction,0
9635,finalizing analysis re: enforcing foreign judgment,0
9636,briefing compendium re: refusals,1
9637,drafting motion record re: refusals,1
9638,finalizing compendium re: injunction,0
9639,writing affidavit re: motion to strike,1
9640,considering memo re: disqualifying expert,0
9641,revising factum re: motion to strike,1
9642,addressing notice of motion re: disqualifying expert,0
9643,considering memo re: injunction,0
9644,briefing compendium re: motion to strike,1
9645,preparing order re: disqualifying expert,0
9646,preparing notice of motion re: injunction,0
9647,addressing order re: injunction,0
9648,writing memorandum re: summary judgment,1
9649,editing analysis re: refusals,1
9650,attending to book of authority re: motion to strike,0
9651,revising memo re: disqualifying expert,1
9652,drafting book of authority re: motion to strike,1
9653,reviewing book of authority re: motion to strike,0
9654,revising affidavit re: enforcing foreign judgment,1
9655,attending to compendium re: enforcing foreign judgment,0
9656,considering memo re: summary judgment,0
9657,briefing book of authority re: enforcing foreign judgment,1
9658,analyzing factum re: summary judgment,0
9659,analyzing book of authority re: disqualifying expert,0
9660,preparing book of authority re: disqualifying expert,0
9661,preparing memorandum re: injunction,0
9662,researching notice of motion re: summary judgment,0
9663,considering notice of motion re: refusals,0
9664,writing notice of motion re: summary judgment,1
9665,editing compendium re: summary judgment,1
9666,writing order re: enforcing foreign judgment,1
9667,researching factum re: disqualifying expert,0
9668,preparing affidavit re: summary judgment,0
9669,researching memo re: summary judgment,0
9670,writing compendium re: disqualifying expert,1
9671,editing book of authority re: motion to strike,1
9672,considering notice of motion re: refusals,0
9673,addressing compendium re: refusals,0
9674,attending to factum re: disqualifying expert,0
9675,reviewing notice of motion re: disqualifying expert,0
9676,attending to book of authority re: enforcing foreign judgment,0
9677,addressing memorandum re: motion to strike,0
9678,discussing factum re: enforcing foreign judgment,0
9679,discussing factum re: disqualifying expert,0
9680,reviewing order re: refusals,0
9681,discussing affidavit re: disqualifying expert,0
9682,editing analysis re: summary judgment,1
9683,reviewing compendium re: enforcing foreign judgment,0
9684,drafting analysis re: summary judgment,1
9685,attending to book of authority re: motion to strike,0
9686,briefing memo re: injunction,1
9687,preparing motion record re: disqualifying expert,0
9688,discussing order re: disqualifying expert,0
9689,briefing book of authority re: refusals,1
9690,attending to factum re: summary judgment,0
9691,writing affidavit re: motion to strike,1
9692,editing notice of motion re: motion to strike,1
9693,researching book of authority re: motion to strike,0
9694,attending to factum re: disqualifying expert,0
9695,editing order re: enforcing foreign judgment,1
9696,briefing memorandum re: motion to strike,1
9697,briefing factum re: summary judgment,1
9698,finalizing order re: summary judgment,0
9699,researching order re: disqualifying expert,0
9700,analyzing book of authority re: summary judgment,0
9701,proofing factum re: refusals,0
9702,finalizing compendium re: motion to strike,0
9703,briefing analysis re: refusals,1
9704,drafting compendium re: enforcing foreign judgment,1
9705,addressing memorandum re: disqualifying expert,0
9706,finalizing compendium re: refusals,0
9707,considering compendium re: disqualifying expert,0
9708,analyzing memo re: injunction,0
9709,finalizing motion record re: summary judgment,0
9710,proofing order re: summary judgment,0
