,narrative,drafting
8419,researching memorandum re: injunction,0
8420,analyzing memorandum re: enforcing foreign judgment,0
8421,revising factum re: disqualifying expert,1
8422,analyzing motion record re: motion to strike,0
8423,writing memo re: summary judgment,1
8424,reviewing analysis re: summary judgment,0
8425,briefing memorandum re: refusals,1
8426,attending to book of authority re: summary judgment,0
8427,researching notice of motion re: injunction,0
8428,editing compendium re: refusals,1
8429,preparing book of authority re: injunction,0
8430,reviewing memorandum re: disqualifying expert,0
8431,analyzing memo re: summary judgment,0
8432,writing book of authority re: refusals,1
8433,drafting memo re: refusals,1
8434,analyzing notice of motion re: injunction,0
8435,preparing order re: summary judgment,0
8436,editing factum re: summary judgment,1
8437,drafting affidavit re: refusals,1
8438,reviewing analysis re: summary judgment,0
8439,researching analysis re: enforcing foreign judgment,0
8440,revising book of authority re: motion to strike,1
8441,revising memo re: motion to strike,1
8442,analyzing notice of motion re: summary judgment,0
8443,researching order re: summary judgment,0
8444,revising motion record re: summary judgment,1
8445,editing book of authority re: summary judgment,1
8446,reviewing factum re: enforcing foreign judgment,0
8447,researching motion record re: motion to strike,0
8448,attending to book of authority re: injunction,0
8449,attending to order re: summary judgment,0
8450,editing affidavit re: refusals,1
8451,researching memo re: injunction,0
8452,preparing factum re: motion to strike,0
8453,analyzing compendium re: motion to strike,0
8454,drafting memorandum re: refusals,1
8455,attending to analysis re: enforcing foreign judgment,0
8456,attending to compendium re: motion to strike,0
8457,analyzing memo re: enforcing foreign judgment,0
8458,editing factum re: disqualifying expert,1
8459,attending to memorandum re: enforcing foreign judgment,0
8460,proofing book of authority re: enforcing foreign judgment,0
8461,attending to factum re: injunction,0
8462,editing compendium re: injunction,1
8463,proofing notice of motion re: disqualifying expert,0
8464,briefing factum re: disqualifying expert,1
8465,briefing memo re: disqualifying expert,1
8466,attending to memorandum re: summary judgment,0
8467,revising order re: enforcing foreign judgment,1
8468,writing notice of motion re: injunction,1
8469,researching affidavit re: injunction,0
8470,writing memo re: enforcing foreign judgment,1
8471,researching affidavit re: enforcing foreign judgment,0
8472,briefing notice of motion re: refusals,1
8473,drafting order re: summary judgment,1
8474,drafting compendium re: disqualifying expert,1
8475,attending to motion record re: enforcing foreign judgment,0
8476,editing motion record re: summary judgment,1
8477,finalizing order re: refusals,0
8478,writing book of authority re: injunction,1
8479,attending to motion record re: summary judgment,0
8480,researching order re: refusals,0
8481,writing book of authority re: summary judgment,1
8482,preparing book of authority re: motion to strike,0
8483,researching motion record re: disqualifying expert,0
8484,attending to affidavit re: enforcing foreign judgment,0
8485,revising book of authority re: injunction,1
8486,proofing compendium re: motion to strike,0
8487,reviewing memo re: enforcing foreign judgment,0
8488,finalizing motion record re: refusals,0
8489,writing affidavit re: injunction,1
8490,revising motion record re: motion to strike,1
8491,researching motion record re: injunction,0
8492,writing compendium re: enforcing foreign judgment,1
8493,attending to analysis re: injunction,0
8494,analyzing factum re: refusals,0
8495,researching memo re: summary judgment,0
8496,editing order re: motion to strike,1
8497,analyzing compendium re: injunction,0
8498,reviewing notice of motion re: enforcing foreign judgment,0
8499,reviewing book of authority re: summary judgment,0
8500,researching analysis re: motion to strike,0
8501,revising notice of motion re: refusals,1
8502,researching motion record re: motion to strike,0
8503,drafting memorandum re: enforcing foreign judgment,1
8504,drafting notice of motion re: refusals,1
8505,preparing notice of motion re: refusals,0
8506,reviewing memo re: motion to strike,0
8507,briefing book of authority re: refusals,1
8508,revising analysis re: refusals,1
8509,researching factum re: summary judgment,0
8510,finalizing motion record re: refusals,0
8511,analyzing compendium re: disqualifying expert,0
8512,revising book of authority re: summary judgment,1
8513,finalizing order re: summary judgment,0
8514,proofing affidavit re: enforcing foreign judgment,0
8515,proofing notice of motion re: motion to strike,0
8516,editing affidavit re: injunction,1
8517,reviewing order re: injunction,0
8518,finalizing notice of motion re: disqualifying expert,0
8519,reviewing motion record re: disqualifying expert,0
8520,analyzing memo re: disqualifying expert,0
8521,reviewing memo re: injunction,0
8522,finalizing analysis re: summary judgment,0
8523,editing notice of motion re: injunction,1
8524,proofing memo re: summary judgment,0
8525,drafting compendium re: summary judgment,1
8526,attending to affidavit re: injunction,0
8527,finalizing memorandum re: refusals,0
8528,researching motion record re: summary judgment,0
8529,revising order re: enforcing foreign judgment,1
8530,proofing factum re: motion to strike,0
8531,attending to compendium re: injunction,0
8532,attending to compendium re: motion to strike,0
8533,editing analysis re: disqualifying expert,1
8534,reviewing memorandum re: motion to strike,0
8535,researching notice of motion re: motion to strike,0
8536,revising order re: refusals,1
8537,editing analysis re: refusals,1
8538,preparing book of authority re: disqualifying expert,0
8539,editing memorandum re: enforcing foreign judgment,1
8540,researching analysis re: injunction,0
8541,proofing factum re: summary judgment,0
8542,reviewing memo re: motion to strike,0
8543,proofing compendium re: injunction,0
8544,finalizing factum re: enforcing foreign judgment,0
8545,finalizing affidavit re: disqualifying expert,0
8546,drafting analysis re: injunction,1
8547,analyzing memorandum re: injunction,0
8548,editing memo re: refusals,1
8549,preparing analysis re: refusals,0
8550,proofing book of authority re: enforcing foreign judgment,0
8551,reviewing memorandum re: motion to strike,0
8552,attending to analysis re: injunction,0
8553,finalizing affidavit re: motion to strike,0
8554,reviewing memo re: injunction,0
8555,revising affidavit re: injunction,1
8556,attending to compendium re: refusals,0
8557,briefing affidavit re: summary judgment,1
8558,finalizing order re: refusals,0
8559,drafting affidavit re: disqualifying expert,1
8560,drafting book of authority re: refusals,1
8561,proofing order re: refusals,0
8562,proofing notice of motion re: summary judgment,0
8563,writing book of authority re: injunction,1
8564,reviewing memorandum re: enforcing foreign judgment,0
8565,drafting memo re: enforcing foreign judgment,1
8566,briefing order re: refusals,1
8567,reviewing memo re: injunction,0
8568,proofing analysis re: summary judgment,0
8569,editing motion record re: disqualifying expert,1
8570,reviewing factum re: refusals,0
8571,editing memorandum re: summary judgment,1
8572,attending to analysis re: motion to strike,0
8573,preparing order re: refusals,0
8574,researching book of authority re: enforcing foreign judgment,0
8575,attending to analysis re: enforcing foreign judgment,0
8576,drafting book of authority re: motion to strike,1
8577,briefing memo re: enforcing foreign judgment,1
8578,analyzing motion record re: motion to strike,0
8579,writing affidavit re: enforcing foreign judgment,1
8580,analyzing analysis re: enforcing foreign judgment,0
8581,editing compendium re: enforcing foreign judgment,1
8582,preparing order re: enforcing foreign judgment,0
8583,researching memorandum re: injunction,0
8584,editing analysis re: refusals,1
8585,proofing memo re: disqualifying expert,0
8586,revising motion record re: summary judgment,1
8587,analyzing motion record re: motion to strike,0
8588,editing affidavit re: injunction,1
8589,reviewing analysis re: disqualifying expert,0
8590,finalizing analysis re: enforcing foreign judgment,0
8591,editing affidavit re: motion to strike,1
8592,revising analysis re: motion to strike,1
8593,reviewing order re: disqualifying expert,0
8594,analyzing factum re: motion to strike,0
8595,preparing analysis re: motion to strike,0
8596,finalizing factum re: refusals,0
8597,preparing memo re: summary judgment,0
8598,revising affidavit re: refusals,1
8599,revising memorandum re: enforcing foreign judgment,1
8600,briefing analysis re: injunction,1
8601,writing memorandum re: injunction,1
8602,researching notice of motion re: summary judgment,0
8603,analyzing book of authority re: disqualifying expert,0
8604,drafting memo re: enforcing foreign judgment,1
8605,revising notice of motion re: refusals,1
8606,writing memorandum re: injunction,1
8607,researching affidavit re: disqualifying expert,0
8608,preparing affidavit re: disqualifying expert,0
8609,drafting motion record re: refusals,1
8610,analyzing book of authority re: summary judgment,0
8611,writing motion record re: disqualifying expert,1
8612,proofing compendium re: enforcing foreign judgment,0
8613,editing compendium re: refusals,1
8614,writing memo re: refusals,1
8615,writing memo re: disqualifying expert,1
8616,researching motion record re: motion to strike,0
8617,writing motion record re: motion to strike,1
8618,briefing compendium re: enforcing foreign judgment,1
8619,reviewing memorandum re: disqualifying expert,0
8620,drafting analysis re: summary judgment,1
8621,briefing notice of motion re: summary judgment,1
8622,reviewing memo re: motion to strike,0
8623,analyzing memorandum re: enforcing foreign judgment,0
8624,analyzing motion record re: refusals,0
8625,editing compendium re: refusals,1
